"IRESTAURANT","SHIFTDATE","CREATETIME","STARTTIME","CLOSETIME","SHIFTLOADDATETIME","PROC_DATE"
"612","2023-04-20 00:00:00.000","2023-04-19 22:45:35.000","2023-04-20 21:25:45.000","2023-04-20 22:42:26.000","2023-04-20 22:46:47.000","2023-04-21 05:30:47.030"
"615","2023-04-20 00:00:00.000","2023-04-19 21:36:01.000","2023-04-20 15:29:35.000","2023-04-20 22:30:47.000","2023-04-20 22:31:47.000","2023-04-21 05:30:47.030"
"616","2023-04-20 00:00:00.000","2023-04-19 21:29:22.000","2023-04-20 12:38:10.000","2023-04-20 21:19:24.000","2023-04-20 21:23:55.000","2023-04-21 05:30:47.030"
"617","2023-04-20 00:00:00.000","2023-04-19 22:13:42.000","2023-04-20 13:13:10.000","2023-04-20 22:21:04.000","2023-04-20 22:24:08.000","2023-04-21 05:30:47.030"
"618","2023-04-20 00:00:00.000","2023-04-19 22:04:03.000","2023-04-20 12:48:59.000","2023-04-20 22:00:35.000","2023-04-20 22:03:11.000","2023-04-21 05:30:47.030"
"620","2023-04-20 00:00:00.000","2023-04-19 21:21:13.000","2023-04-20 12:35:58.000","2023-04-20 22:05:31.000","2023-04-20 22:08:45.000","2023-04-21 05:30:47.030"
"619","2023-04-20 00:00:00.000","2023-04-19 22:06:02.000","2023-04-20 20:21:46.000","2023-04-20 21:45:07.000","2023-04-20 21:49:39.000","2023-04-21 05:30:47.030"
"633","2023-04-20 00:00:00.000","2023-04-19 22:07:20.000","2023-04-20 13:26:00.000","2023-04-20 21:54:53.000","2023-04-20 21:59:51.000","2023-04-21 05:30:47.030"
"631","2023-04-20 00:00:00.000","2023-04-19 23:11:40.000","2023-04-20 13:38:08.000","2023-04-20 22:19:31.000","2023-04-20 22:21:54.000","2023-04-21 05:30:47.030"
"634","2023-04-20 00:00:00.000","2023-04-19 21:43:48.000","2023-04-20 13:17:10.000","2023-04-20 22:21:21.000","2023-04-20 22:26:05.000","2023-04-21 05:30:47.030"
"3","2023-04-20 00:00:00.000","2023-04-19 22:28:40.000","2023-04-20 12:49:55.000","2023-04-20 21:50:50.000","2023-04-20 21:54:02.000","2023-04-21 05:30:47.030"
"637","2023-04-20 00:00:00.000","2023-04-19 21:38:55.000","2023-04-20 11:56:21.000","2023-04-20 21:38:39.000","2023-04-20 21:39:44.000","2023-04-21 05:30:47.030"
"641","2023-04-20 00:00:00.000","2023-04-19 21:44:37.000","2023-04-20 13:47:56.000","2023-04-20 22:30:35.000","2023-04-20 22:41:01.000","2023-04-21 05:30:47.030"
"640","2023-04-20 00:00:00.000","2023-04-19 21:47:29.000","2023-04-20 19:31:10.000","2023-04-20 21:58:34.000","2023-04-20 22:01:17.000","2023-04-21 05:30:47.030"
"642","2023-04-20 00:00:00.000","2023-04-19 22:47:25.000","2023-04-20 10:39:18.000","2023-04-20 22:16:52.000","2023-04-20 22:21:03.000","2023-04-21 05:30:47.030"
"638","2023-04-20 00:00:00.000","2023-04-19 22:09:00.000","2023-04-20 18:58:55.000","2023-04-20 21:27:06.000","2023-04-20 21:32:10.000","2023-04-21 05:30:47.030"
"639","2023-04-20 00:00:00.000","2023-04-19 21:08:18.000","2023-04-20 12:33:47.000","2023-04-20 22:00:37.000","2023-04-20 22:01:21.000","2023-04-21 05:30:47.030"
"647","2023-04-20 00:00:00.000","2023-04-19 21:46:37.000","2023-04-20 13:54:47.000","2023-04-20 21:30:40.000","2023-04-20 21:34:00.000","2023-04-21 05:30:47.030"
"632","2023-04-20 00:00:00.000","2023-04-19 21:47:09.000","2023-04-20 21:05:34.000","2023-04-20 22:14:13.000","2023-04-20 22:17:37.000","2023-04-21 05:30:47.030"
"648","2023-04-20 00:00:00.000","2023-04-19 22:00:33.000","2023-04-20 20:03:17.000","2023-04-20 22:09:24.000","2023-04-20 22:09:36.000","2023-04-21 05:30:47.030"
"650","2023-04-20 00:00:00.000","2023-04-19 22:20:48.000","2023-04-20 13:11:20.000","2023-04-20 21:31:17.000","2023-04-20 21:32:34.000","2023-04-21 05:30:47.030"
"649","2023-04-20 00:00:00.000","2023-04-19 21:53:47.000","2023-04-20 14:08:40.000","2023-04-20 22:08:45.000","2023-04-20 22:11:22.000","2023-04-21 05:30:47.030"
"652","2023-04-20 00:00:00.000","2023-04-19 22:01:33.000","2023-04-20 13:34:13.000","2023-04-20 22:26:36.000","2023-04-20 22:28:09.000","2023-04-21 05:30:47.030"
"464","2023-04-20 00:00:00.000","2023-04-19 21:30:45.000","2023-04-20 20:11:47.000","2023-04-20 22:11:26.000","2023-04-20 22:13:04.000","2023-04-21 05:30:47.030"
"653","2023-04-20 00:00:00.000","2023-04-20 09:05:51.000","2023-04-20 17:04:57.000","2023-04-20 22:05:05.000","2023-04-20 22:07:26.000","2023-04-21 05:30:47.030"
"659","2023-04-20 00:00:00.000","2023-04-20 09:05:52.000","2023-04-20 13:09:54.000","2023-04-20 22:10:08.000","2023-04-20 22:11:14.000","2023-04-21 05:30:47.030"
"658","2023-04-20 00:00:00.000","2023-04-19 21:46:38.000","2023-04-20 19:51:34.000","2023-04-20 22:02:28.000","2023-04-20 22:07:31.000","2023-04-21 05:30:47.030"
"24","2023-04-20 00:00:00.000","2023-04-19 21:48:31.000","2023-04-20 12:09:23.000","2023-04-20 22:02:40.000","2023-04-20 22:04:44.000","2023-04-21 08:43:52.930"
"319","2023-04-20 00:00:00.000","2023-04-19 21:46:22.000","2023-04-20 12:29:05.000","2023-04-20 22:08:03.000","2023-04-20 22:08:18.000","2023-04-21 08:43:52.930"
"174","2023-04-20 00:00:00.000","2023-04-19 21:52:35.000","2023-04-20 12:26:03.000","2023-04-20 22:09:04.000","2023-04-20 22:12:18.000","2023-04-21 08:43:52.930"
"139","2023-04-20 00:00:00.000","2023-04-19 22:08:35.000","2023-04-20 12:45:23.000","2023-04-20 22:22:37.000","2023-04-20 22:23:30.000","2023-04-21 08:43:52.930"
"86","2023-04-20 00:00:00.000","2023-04-19 21:30:09.000","2023-04-20 11:42:17.000","2023-04-20 21:31:23.000","2023-04-20 21:33:16.000","2023-04-21 08:43:52.930"
"372","2023-04-20 00:00:00.000","2023-04-19 22:15:45.000","2023-04-20 11:46:28.000","2023-04-20 21:57:21.000","2023-04-20 21:58:07.000","2023-04-21 08:43:52.930"
"11","2023-04-20 00:00:00.000","2023-04-19 22:27:49.000","2023-04-20 12:21:51.000","2023-04-20 22:21:41.000","2023-04-20 22:24:22.000","2023-04-21 08:43:52.930"
"307","2023-04-20 00:00:00.000","2023-04-19 21:37:32.000","2023-04-20 12:28:29.000","2023-04-20 21:09:06.000","2023-04-20 21:18:52.000","2023-04-21 08:43:52.930"
"211","2023-04-20 00:00:00.000","2023-04-19 22:19:54.000","2023-04-20 12:06:13.000","2023-04-20 21:53:27.000","2023-04-20 21:57:20.000","2023-04-21 08:43:52.930"
"17","2023-04-20 00:00:00.000","2023-04-19 22:17:55.000","2023-04-20 12:38:27.000","2023-04-20 22:30:49.000","2023-04-20 22:31:16.000","2023-04-21 08:43:52.930"
"216","2023-04-20 00:00:00.000","2023-04-19 21:38:46.000","2023-04-20 13:01:41.000","2023-04-20 22:25:57.000","2023-04-20 22:26:49.000","2023-04-21 08:43:52.930"
"137","2023-04-20 00:00:00.000","2023-04-19 21:09:54.000","2023-04-20 12:29:40.000","2023-04-20 22:01:37.000","2023-04-20 22:04:39.000","2023-04-21 08:43:52.930"
"328","2023-04-20 00:00:00.000","2023-04-19 21:42:30.000","2023-04-20 12:42:00.000","2023-04-20 21:13:14.000","2023-04-20 21:15:57.000","2023-04-21 08:43:52.930"
"365","2023-04-20 00:00:00.000","2023-04-19 21:07:36.000","2023-04-20 13:41:21.000","2023-04-20 21:48:53.000","2023-04-20 21:55:24.000","2023-04-21 08:43:52.930"
"13","2023-04-20 00:00:00.000","2023-04-19 22:38:56.000","2023-04-20 13:08:22.000","2023-04-20 22:04:06.000","2023-04-20 22:09:28.000","2023-04-21 08:43:52.930"
"19","2023-04-20 00:00:00.000","2023-04-19 21:34:03.000","2023-04-20 13:09:26.000","2023-04-20 21:22:34.000","2023-04-20 21:30:25.000","2023-04-21 08:43:52.930"
"16","2023-04-20 00:00:00.000","2023-04-19 21:25:00.000","2023-04-20 12:23:21.000","2023-04-20 22:22:35.000","2023-04-20 22:34:16.000","2023-04-21 08:43:52.930"
"143","2023-04-20 00:00:00.000","2023-04-19 21:33:03.000","2023-04-20 12:51:44.000","2023-04-20 21:22:22.000","2023-04-20 21:25:19.000","2023-04-21 08:43:52.930"
"14","2023-04-20 00:00:00.000","2023-04-19 22:14:14.000","2023-04-20 12:46:47.000","2023-04-20 22:16:04.000","2023-04-20 22:16:42.000","2023-04-21 08:43:52.930"
"156","2023-04-20 00:00:00.000","2023-04-19 17:02:47.000","2023-04-20 14:53:55.000","2023-04-20 16:46:36.000","2023-04-20 16:49:10.000","2023-04-21 08:43:52.930"
"209","2023-04-20 00:00:00.000","2023-04-19 22:15:13.000","2023-04-20 13:14:17.000","2023-04-20 22:16:27.000","2023-04-20 22:16:56.000","2023-04-21 08:43:52.930"
"27","2023-04-20 00:00:00.000","2023-04-19 22:09:16.000","2023-04-20 11:58:33.000","2023-04-20 21:43:15.000","2023-04-20 21:48:16.000","2023-04-21 08:43:52.930"
"325","2023-04-20 00:00:00.000","2023-04-19 22:07:57.000","2023-04-20 14:19:45.000","2023-04-20 22:39:27.000","2023-04-20 22:41:14.000","2023-04-21 08:43:52.930"
"360","2023-04-20 00:00:00.000","2023-04-19 21:27:32.000","2023-04-20 13:17:53.000","2023-04-20 21:52:30.000","2023-04-20 21:55:44.000","2023-04-21 08:43:52.930"
"312","2023-04-20 00:00:00.000","2023-04-19 21:51:19.000","2023-04-20 12:51:12.000","2023-04-20 21:24:44.000","2023-04-20 21:28:40.000","2023-04-21 08:43:52.930"
"290","2023-04-20 00:00:00.000","2023-04-19 21:39:05.000","2023-04-20 13:06:50.000","2023-04-20 22:20:21.000","2023-04-20 22:25:28.000","2023-04-21 08:43:52.930"
"2","2023-04-20 00:00:00.000","2023-04-19 21:44:06.000","2023-04-20 13:13:06.000","2023-04-20 22:11:05.000","2023-04-20 22:15:37.000","2023-04-21 08:43:52.930"
"331","2023-04-20 00:00:00.000","2023-04-19 21:59:44.000","2023-04-20 12:20:53.000","2023-04-20 21:49:01.000","2023-04-20 21:52:03.000","2023-04-21 08:43:52.930"
"382","2023-04-20 00:00:00.000","2023-04-19 22:17:22.000","2023-04-20 14:29:41.000","2023-04-20 22:03:01.000","2023-04-20 22:05:27.000","2023-04-21 08:43:52.930"
"252","2023-04-20 00:00:00.000","2023-04-19 22:15:30.000","2023-04-20 13:08:28.000","2023-04-20 22:03:20.000","2023-04-20 22:05:46.000","2023-04-21 08:43:52.930"
"370","2023-04-20 00:00:00.000","2023-04-19 22:01:04.000","2023-04-20 12:58:21.000","2023-04-20 22:26:48.000","2023-04-20 22:31:58.000","2023-04-21 08:43:52.930"
"348","2023-04-20 00:00:00.000","2023-04-19 21:10:42.000","2023-04-20 12:17:31.000","2023-04-20 21:38:15.000","2023-04-20 21:44:17.000","2023-04-21 08:43:52.930"
"66","2023-04-20 00:00:00.000","2023-04-19 21:08:43.000","2023-04-20 13:22:17.000","2023-04-20 21:20:15.000","2023-04-20 21:22:48.000","2023-04-21 08:43:52.930"
"5","2023-04-20 00:00:00.000","2023-04-19 21:30:48.000","2023-04-20 12:56:55.000","2023-04-20 22:27:10.000","2023-04-20 22:31:20.000","2023-04-21 08:43:52.930"
"8","2023-04-20 00:00:00.000","2023-04-19 21:34:48.000","2023-04-20 12:11:15.000","2023-04-20 21:20:01.000","2023-04-20 21:25:15.000","2023-04-21 08:43:52.930"
"304","2023-04-20 00:00:00.000","2023-04-19 22:08:26.000","2023-04-20 12:00:57.000","2023-04-20 22:07:00.000","2023-04-20 22:11:26.000","2023-04-21 08:43:52.930"
"21","2023-04-20 00:00:00.000","2023-04-19 22:54:20.000","2023-04-20 13:58:50.000","2023-04-20 23:15:59.000","2023-04-20 23:18:31.000","2023-04-21 08:43:52.930"
"359","2023-04-20 00:00:00.000","2023-04-19 22:55:20.000","2023-04-20 14:11:41.000","2023-04-20 23:28:16.000","2023-04-20 23:35:00.000","2023-04-21 08:43:52.930"
"390","2023-04-20 00:00:00.000","2023-04-19 22:16:21.000","2023-04-20 09:43:10.000","2023-04-20 22:16:33.000","2023-04-20 22:18:10.000","2023-04-21 08:43:52.930"
"314","2023-04-20 00:00:00.000","2023-04-19 21:56:52.000","2023-04-20 12:37:25.000","2023-04-20 22:00:11.000","2023-04-20 22:03:56.000","2023-04-21 08:43:52.930"
"28","2023-04-20 00:00:00.000","2023-04-19 21:37:12.000","2023-04-20 12:42:46.000","2023-04-20 22:04:05.000","2023-04-20 22:07:07.000","2023-04-21 08:43:52.930"
"68","2023-04-20 00:00:00.000","2023-04-19 22:16:40.000","2023-04-20 12:39:02.000","2023-04-20 22:36:45.000","2023-04-20 22:37:23.000","2023-04-21 08:43:52.930"
"391","2023-04-20 00:00:00.000","2023-04-19 21:46:37.000","2023-04-20 12:40:29.000","2023-04-20 22:23:34.000","2023-04-20 22:29:19.000","2023-04-21 08:43:52.930"
"134","2023-04-20 00:00:00.000","2023-04-19 21:27:14.000","2023-04-20 12:08:19.000","2023-04-20 21:21:36.000","2023-04-20 21:26:31.000","2023-04-21 08:43:52.930"
"213","2023-04-20 00:00:00.000","2023-04-19 22:32:05.000","2023-04-20 13:11:02.000","2023-04-20 22:01:55.000","2023-04-20 22:03:26.000","2023-04-21 08:43:52.930"
"140","2023-04-20 00:00:00.000","2023-04-19 22:24:13.000","2023-04-20 12:07:03.000","2023-04-20 21:31:25.000","2023-04-20 21:36:24.000","2023-04-21 08:43:52.930"
"195","2023-04-20 00:00:00.000","2023-04-19 22:17:25.000","2023-04-20 14:00:50.000","2023-04-20 21:53:18.000","2023-04-20 21:59:57.000","2023-04-21 08:43:52.930"
"215","2023-04-20 00:00:00.000","2023-04-19 21:45:46.000","2023-04-20 13:36:50.000","2023-04-20 21:44:21.000","2023-04-20 21:46:28.000","2023-04-21 08:43:52.930"
"298","2023-04-20 00:00:00.000","2023-04-19 22:45:45.000","2023-04-20 14:50:26.000","2023-04-20 22:13:35.000","2023-04-20 22:14:24.000","2023-04-21 08:43:52.930"
"233","2023-04-20 00:00:00.000","2023-04-19 22:19:03.000","2023-04-20 12:12:47.000","2023-04-20 22:06:13.000","2023-04-20 22:12:13.000","2023-04-21 08:43:52.930"
"301","2023-04-20 00:00:00.000","2023-04-19 21:23:31.000","2023-04-20 19:15:44.000","2023-04-20 21:07:06.000","2023-04-20 21:08:51.000","2023-04-21 08:43:52.930"
"385","2023-04-20 00:00:00.000","2023-04-19 22:45:52.000","2023-04-20 12:55:13.000","2023-04-20 22:23:24.000","2023-04-20 22:33:07.000","2023-04-21 08:43:52.930"
"30","2023-04-20 00:00:00.000","2023-04-19 21:51:23.000","2023-04-20 13:37:50.000","2023-04-20 22:05:48.000","2023-04-20 22:08:13.000","2023-04-21 08:43:52.930"
"29","2023-04-20 00:00:00.000","2023-04-19 22:14:37.000","2023-04-20 12:55:19.000","2023-04-20 22:54:58.000","2023-04-20 22:56:36.000","2023-04-21 08:43:52.930"
"242","2023-04-20 00:00:00.000","2023-04-19 21:42:01.000","2023-04-20 13:27:45.000","2023-04-20 22:12:51.000","2023-04-20 22:11:17.000","2023-04-21 08:43:52.930"
"373","2023-04-20 00:00:00.000","2023-04-19 22:13:40.000","2023-04-20 13:52:40.000","2023-04-20 21:55:15.000","2023-04-20 22:01:46.000","2023-04-21 08:43:52.930"
"225","2023-04-20 00:00:00.000","2023-04-19 22:20:57.000","2023-04-20 12:38:00.000","2023-04-20 23:20:12.000","2023-04-20 23:21:49.000","2023-04-21 08:43:52.930"
"207","2023-04-20 00:00:00.000","2023-04-19 22:28:46.000","2023-04-20 12:42:57.000","2023-04-20 21:51:41.000","2023-04-20 21:52:58.000","2023-04-21 08:43:52.930"
"306","2023-04-20 00:00:00.000","2023-04-19 21:29:25.000","2023-04-20 18:55:38.000","2023-04-20 22:20:29.000","2023-04-20 22:22:52.000","2023-04-21 08:43:52.930"
"327","2023-04-20 00:00:00.000","2023-04-19 21:43:16.000","2023-04-20 12:21:51.000","2023-04-20 21:41:40.000","2023-04-20 21:46:05.000","2023-04-21 08:43:52.930"
"269","2023-04-20 00:00:00.000","2023-04-19 21:59:41.000","2023-04-20 12:29:57.000","2023-04-20 22:17:09.000","2023-04-20 22:25:20.000","2023-04-21 08:43:52.930"
"202","2023-04-20 00:00:00.000","2023-04-19 21:55:48.000","2023-04-20 12:26:37.000","2023-04-20 21:51:17.000","2023-04-20 21:54:49.000","2023-04-21 08:43:52.930"
"329","2023-04-20 00:00:00.000","2023-04-19 22:09:29.000","2023-04-20 14:03:01.000","2023-04-20 21:55:00.000","2023-04-20 21:58:50.000","2023-04-21 08:43:52.930"
"218","2023-04-20 00:00:00.000","2023-04-19 21:21:19.000","2023-04-20 12:28:30.000","2023-04-20 21:27:15.000","2023-04-20 21:31:00.000","2023-04-21 08:43:52.930"
"229","2023-04-20 00:00:00.000","2023-04-19 22:17:43.000","2023-04-20 12:24:44.000","2023-04-20 22:25:24.000","2023-04-20 22:28:22.000","2023-04-21 08:43:52.930"
"300","2023-04-20 00:00:00.000","2023-04-19 22:17:21.000","2023-04-20 12:00:37.000","2023-04-20 22:25:35.000","2023-04-20 22:30:28.000","2023-04-21 08:43:52.930"
"69","2023-04-20 00:00:00.000","2023-04-19 21:31:15.000","2023-04-20 12:31:39.000","2023-04-20 21:56:14.000","2023-04-20 22:00:13.000","2023-04-21 08:43:52.930"
"186","2023-04-20 00:00:00.000","2023-04-19 21:36:54.000","2023-04-20 13:03:02.000","2023-04-20 21:35:36.000","2023-04-20 21:37:39.000","2023-04-21 08:43:52.930"
"420","2023-04-20 00:00:00.000","2023-04-19 22:08:17.000","2023-04-20 12:24:25.000","2023-04-20 21:46:35.000","2023-04-20 21:48:51.000","2023-04-21 08:43:52.930"
"416","2023-04-20 00:00:00.000","2023-04-19 22:51:38.000","2023-04-20 12:20:14.000","2023-04-20 22:19:03.000","2023-04-20 22:22:02.000","2023-04-21 08:43:52.930"
"419","2023-04-20 00:00:00.000","2023-04-19 22:16:17.000","2023-04-20 12:18:49.000","2023-04-20 22:35:54.000","2023-04-20 22:41:17.000","2023-04-21 08:43:52.930"
"415","2023-04-20 00:00:00.000","2023-04-19 22:06:05.000","2023-04-20 12:26:54.000","2023-04-20 21:54:28.000","2023-04-20 21:56:23.000","2023-04-21 08:43:52.930"
"417","2023-04-20 00:00:00.000","2023-04-19 21:59:37.000","2023-04-20 12:17:41.000","2023-04-20 21:49:11.000","2023-04-20 21:52:06.000","2023-04-21 08:43:52.930"
"429","2023-04-20 00:00:00.000","2023-04-19 22:03:03.000","2023-04-20 12:01:25.000","2023-04-20 21:47:36.000","2023-04-20 21:54:05.000","2023-04-21 08:43:52.930"
"428","2023-04-20 00:00:00.000","2023-04-19 22:21:11.000","2023-04-20 13:36:04.000","2023-04-20 22:04:29.000","2023-04-20 22:09:11.000","2023-04-21 08:43:52.930"
"427","2023-04-20 00:00:00.000","2023-04-19 22:13:18.000","2023-04-20 12:35:48.000","2023-04-20 21:31:51.000","2023-04-20 21:34:22.000","2023-04-21 08:43:52.930"
"453","2023-04-20 00:00:00.000","2023-04-19 21:33:25.000","2023-04-20 12:46:33.000","2023-04-20 21:51:26.000","2023-04-20 21:57:59.000","2023-04-21 08:43:52.930"
"448","2023-04-20 00:00:00.000","2023-04-19 22:28:05.000","2023-04-20 13:34:01.000","2023-04-20 21:48:04.000","2023-04-20 21:48:54.000","2023-04-21 08:43:52.930"
"454","2023-04-20 00:00:00.000","2023-04-19 21:58:38.000","2023-04-20 12:31:20.000","2023-04-20 22:03:17.000","2023-04-20 22:04:57.000","2023-04-21 08:43:52.930"
"456","2023-04-20 00:00:00.000","2023-04-19 22:06:32.000","2023-04-20 11:26:22.000","2023-04-20 21:57:54.000","2023-04-20 22:01:24.000","2023-04-21 08:43:52.930"
"457","2023-04-20 00:00:00.000","2023-04-19 21:38:11.000","2023-04-20 14:05:37.000","2023-04-20 21:19:15.000","2023-04-20 21:32:25.000","2023-04-21 08:43:52.930"
"450","2023-04-20 00:00:00.000","2023-04-19 21:50:25.000","2023-04-20 12:31:34.000","2023-04-20 21:42:04.000","2023-04-20 21:50:21.000","2023-04-21 08:43:52.930"
"449","2023-04-20 00:00:00.000","2023-04-19 21:41:28.000","2023-04-20 12:43:32.000","2023-04-20 22:01:01.000","2023-04-20 22:02:01.000","2023-04-21 08:43:52.930"
"458","2023-04-20 00:00:00.000","2023-04-19 21:55:39.000","2023-04-20 11:58:40.000","2023-04-20 22:25:28.000","2023-04-20 22:30:13.000","2023-04-21 08:43:52.930"
"119","2023-04-20 00:00:00.000","2023-04-19 18:33:02.000","2023-04-20 07:59:01.000","2023-04-20 18:19:42.000","2023-04-20 18:22:48.000","2023-04-21 08:43:52.930"
"435","2023-04-20 00:00:00.000","2023-04-19 22:11:06.000","2023-04-20 10:06:55.000","2023-04-20 22:02:31.000","2023-04-20 22:06:25.000","2023-04-21 08:43:52.930"
"423","2023-04-20 00:00:00.000","2023-04-19 21:56:27.000","2023-04-20 10:15:21.000","2023-04-20 22:02:30.000","2023-04-20 22:06:51.000","2023-04-21 08:43:52.930"
"70","2023-04-20 00:00:00.000","2023-04-19 22:36:28.000","2023-04-20 13:00:49.000","2023-04-20 22:30:27.000","2023-04-20 22:33:16.000","2023-04-21 08:43:52.930"
"438","2023-04-20 00:00:00.000","2023-04-19 21:51:58.000","2023-04-20 13:19:33.000","2023-04-20 21:23:55.000","2023-04-20 21:37:43.000","2023-04-21 08:43:52.930"
"332","2023-04-20 00:00:00.000","2023-04-19 21:33:19.000","2023-04-20 11:28:04.000","2023-04-20 21:57:07.000","2023-04-20 21:59:31.000","2023-04-21 08:43:52.930"
"462","2023-04-20 00:00:00.000","2023-04-19 21:51:50.000","2023-04-20 13:21:44.000","2023-04-20 21:22:54.000","2023-04-20 21:25:53.000","2023-04-21 08:43:52.930"
"463","2023-04-20 00:00:00.000","2023-04-19 21:57:24.000","2023-04-20 12:14:46.000","2023-04-20 22:18:26.000","2023-04-20 22:22:31.000","2023-04-21 08:43:52.930"
"463","2023-04-20 00:00:00.000","2023-04-20 22:18:48.000","1899-12-30 00:00:00.000","2023-04-20 22:20:10.000","2023-04-20 22:22:28.000","2023-04-21 08:43:52.930"
"466","2023-04-20 00:00:00.000","2023-04-19 21:54:35.000","2023-04-20 09:20:05.000","2023-04-20 22:09:29.000","2023-04-21 08:06:32.000","2023-04-21 08:43:52.930"
"467","2023-04-20 00:00:00.000","2023-04-19 22:07:12.000","2023-04-20 09:18:39.000","2023-04-20 21:49:30.000","2023-04-20 21:51:27.000","2023-04-21 08:43:52.930"
"470","2023-04-20 00:00:00.000","2023-04-19 21:29:53.000","2023-04-20 13:14:41.000","2023-04-20 21:33:18.000","2023-04-20 21:38:19.000","2023-04-21 08:43:52.930"
"469","2023-04-20 00:00:00.000","2023-04-19 21:50:32.000","2023-04-20 13:18:47.000","2023-04-20 21:50:25.000","2023-04-20 21:54:16.000","2023-04-21 08:43:52.930"
"478","2023-04-20 00:00:00.000","2023-04-19 21:38:39.000","2023-04-20 12:42:47.000","2023-04-20 22:10:39.000","2023-04-20 22:11:00.000","2023-04-21 08:43:52.930"
"480","2023-04-20 00:00:00.000","2023-04-19 22:13:30.000","2023-04-20 14:25:52.000","2023-04-20 22:01:55.000","2023-04-20 22:05:30.000","2023-04-21 08:43:52.930"
"487","2023-04-20 00:00:00.000","2023-04-19 21:30:13.000","2023-04-20 12:31:54.000","2023-04-20 22:16:27.000","2023-04-20 22:19:22.000","2023-04-21 08:43:52.930"
"490","2023-04-20 00:00:00.000","2023-04-19 22:05:11.000","2023-04-20 12:10:31.000","2023-04-20 21:50:07.000","2023-04-20 21:53:30.000","2023-04-21 08:43:52.930"
"495","2023-04-20 00:00:00.000","2023-04-19 22:31:11.000","2023-04-20 12:35:22.000","2023-04-20 22:37:28.000","2023-04-21 08:23:53.000","2023-04-21 08:43:52.930"
"491","2023-04-20 00:00:00.000","2023-04-19 22:16:56.000","2023-04-20 12:11:34.000","2023-04-20 21:19:13.000","2023-04-20 21:23:27.000","2023-04-21 08:43:52.930"
"494","2023-04-20 00:00:00.000","2023-04-19 22:09:50.000","2023-04-20 12:56:05.000","2023-04-20 21:11:30.000","2023-04-20 21:12:08.000","2023-04-21 08:43:52.930"
